,names,scores,logfoldchanges,pvals,pvals_adj,effect_size,significance
295,DNAJC15,7.668208,,1.7441583065367727e-14,4.287245957584174e-13,,Highly Significant
296,SP100,7.6446495,,2.0951548805696453e-14,5.128996158651651e-13,,Highly Significant
297,MPEG1,7.6348557,,2.2607331205664938e-14,5.519317644281266e-13,,Highly Significant
298,IL1RN,7.6100965,,2.7389110131463465e-14,6.606062447659815e-13,,Highly Significant
299,TLR4,7.577999,,3.509250132699917e-14,8.441435513057434e-13,,Highly Significant
300,ATP2B1-AS1,7.5274515,,5.174015348914652e-14,1.2346957317376835e-12,,Highly Significant
301,C15orf48,7.522,,5.39446814904248e-14,1.2855982172943225e-12,,Highly Significant
302,ATP5PD,7.4609365,,8.590949816017256e-14,2.0232586392617606e-12,,Highly Significant
303,NFE2,7.458391,,8.758522504692146e-14,2.0600273912016443e-12,,Highly Significant
304,NDUFB1,7.4522443,,9.176553326452069e-14,2.15272130381815e-12,,Highly Significant
305,DAPP1,7.4505563,,9.294734636196529e-14,2.177606254024533e-12,,Highly Significant
306,STAT2,7.436647,,1.0327310069698743e-13,2.4101075237884497e-12,,Highly Significant
307,ACTB,7.422927,,1.1456000080212176e-13,2.659713670235583e-12,,Highly Significant
308,CTSB,7.409315,,1.2695321873132315e-13,2.924800594920227e-12,,Highly Significant
309,ACTR2,7.3980865,,1.3816085820014797e-13,3.1772506912378462e-12,,Highly Significant
310,SERPINA1,7.3652487,,1.7681684948396145e-13,4.027171611094833e-12,,Highly Significant
311,TMEM123,7.354273,,1.9196939672944006e-13,4.355744458200271e-12,,Highly Significant
312,MTRNR2L8,7.3435583,,2.079884096183057e-13,4.701426450078109e-12,,Highly Significant
313,POMP,7.31935,,2.491750598881826e-13,5.61127265653075e-12,,Highly Significant
314,UTY,7.276511,,3.425641167793382e-13,7.628411080706228e-12,,Highly Significant
315,VNN2,7.265544,,3.7153981187345814e-13,8.263431192879026e-12,,Highly Significant
316,SLA,7.2633777,,3.775416864569219e-13,8.38292464673197e-12,,Highly Significant
317,CFLAR,7.2632694,,3.7784426657586994e-13,8.38292464673197e-12,,Highly Significant
318,PRKAR2B,7.2601104,,3.867750491830872e-13,8.56624078161627e-12,,Highly Significant
319,TLN1,7.259379,,3.8887124252614907e-13,8.595774283504915e-12,,Highly Significant
320,GABARAPL2,7.258991,,3.8998856566068364e-13,8.609894799917399e-12,,Highly Significant
321,PKM,7.2547126,,4.025159526395931e-13,8.875575411573772e-12,,Highly Significant
322,RTN4,7.2485294,,4.213208360120265e-13,9.278856551241608e-12,,Highly Significant
323,ARL4A,7.2210264,,5.159668667379258e-13,1.1306903741630094e-11,,Highly Significant
324,SFT2D1,7.220873,,5.165494845562128e-13,1.1306903741630094e-11,,Highly Significant
325,MEGF9,7.195572,,6.21994313012232e-13,1.3581970478190643e-11,,Highly Significant
326,HP,7.156434,,8.280275356565224e-13,1.790709068397573e-11,,Highly Significant
327,SIGLEC1,7.1376143,,9.496480784327648e-13,2.0463494461366152e-11,,Highly Significant
328,LAP3,7.133444,,9.788820939110641e-13,2.1068212339404038e-11,,Highly Significant
329,TOP1,7.1319275,,9.89730139980371e-13,2.1254781634873558e-11,,Highly Significant
330,CREB5,7.131747,,9.910294067706514e-13,2.1254781634873558e-11,,Highly Significant
331,FES,7.1317377,,9.910944140309519e-13,2.1254781634873558e-11,,Highly Significant
332,ABCA1,7.1107697,,1.1539747452147413e-12,2.46597002264238e-11,,Highly Significant
333,PTK2B,7.0912547,,1.3290128620058638e-12,2.8332853585392785e-11,,Highly Significant
334,ACRBP,7.078338,,1.4589327917478727e-12,3.095586995509372e-11,,Highly Significant
335,PARP9,7.061712,,1.6446385399350874e-12,3.469165445375384e-11,,Highly Significant
336,MYLIP,7.0426664,,1.8859560700774626e-12,3.968889774140794e-11,,Highly Significant
337,SDCBP,7.035319,,1.9880589051203297e-12,4.169130988325186e-11,,Highly Significant
338,MFSD1,7.0283413,,2.090028894966883e-12,4.367699176206635e-11,,Highly Significant
339,AREG,7.0270867,,2.1089015280131977e-12,4.3969252831450137e-11,,Highly Significant
340,LAMTOR4,7.0099187,,2.3845653166380707e-12,4.9544438501465135e-11,,Highly Significant
341,FKBP2,6.999611,,2.566746831215184e-12,5.3268138101562636e-11,,Highly Significant
342,SAMD9,6.9890046,,2.7684296812335535e-12,5.7255580752224516e-11,,Highly Significant
343,MSRB2,6.981856,,2.9130574470766398e-12,6.017754609098734e-11,,Highly Significant
344,TIMM8B,6.955165,,3.5214930721804575e-12,7.233130690381618e-11,,Highly Significant
345,FFAR2,6.9530983,,3.573499952889756e-12,7.331583198671081e-11,,Highly Significant
346,BRI3,6.947574,,3.716211535982204e-12,7.615694096461025e-11,,Highly Significant
347,HPSE,6.9456873,,3.7662164237278265e-12,7.709389318786666e-11,,Highly Significant
348,RUFY1,6.9436026,,3.8222526476794136e-12,7.806332791111883e-11,,Highly Significant
349,NAIP,6.916487,,4.629796951338471e-12,9.38346400040349e-11,,Highly Significant
350,GPCPD1,6.9021716,,5.121350713615093e-12,1.0342139549952456e-10,,Highly Significant
351,TMEM40,6.9000773,,5.197416956637493e-12,1.0472242250927034e-10,,Highly Significant
352,COX5B,6.8898597,,5.584742838870285e-12,1.1240075827717343e-10,,Highly Significant
353,IFI27L2,6.875174,,6.191427853850692e-12,1.2447191215009552e-10,,Highly Significant
354,DAP,6.8737116,,6.25525876391502e-12,1.2547477250738346e-10,,Highly Significant
355,HES1,6.8737116,,6.25525876391502e-12,1.2547477250738346e-10,,Highly Significant
356,NQO2,6.8720145,,6.330142915236432e-12,1.268354804831282e-10,,Highly Significant
357,HIST1H3H,6.8456306,,7.613962573187486e-12,1.5188251505472555e-10,,Highly Significant
358,FCGR1B,6.833635,,8.278962585865099e-12,1.6478249314985699e-10,,Highly Significant
359,ATP6V1B2,6.818335,,9.210155000027742e-12,1.8210804276428477e-10,,Highly Significant
360,SPI1,6.8127117,,9.577589472998901e-12,1.8895785897770748e-10,,Highly Significant
361,HSBP1,6.801727,,1.0337251550928413e-11,2.0349908879196382e-10,,Highly Significant
362,SH3BP5,6.790814,,1.1150264068606333e-11,2.190247831729626e-10,,Highly Significant
363,PMAIP1,6.7663074,,1.3211060497602122e-11,2.580962123054886e-10,,Highly Significant
364,PYGL,6.756902,,1.4097338977237226e-11,2.748141064110828e-10,,Highly Significant
365,STOM,6.7505116,,1.4732489059821795e-11,2.868849303607939e-10,,Highly Significant
366,MRPL52,6.7472982,,1.5062363132436438e-11,2.929914592885717e-10,,Highly Significant
367,PTPN6,6.7217536,,1.7955038992417e-11,3.4850595101462684e-10,,Highly Significant
368,RUNX1,6.71057,,1.9386561584850674e-11,3.7588620969420064e-10,,Highly Significant
369,AKIRIN2,6.6936727,,2.176378516682901e-11,4.1971681297615684e-10,,Highly Significant
370,FOSB,6.6931043,,2.184856265191598e-11,4.209006293318246e-10,,Highly Significant
371,FGL2,6.6796007,,2.3959414590241074e-11,4.605787892331278e-10,,Highly Significant
372,IQGAP2,6.6753855,,2.465832571784176e-11,4.735082760310852e-10,,Highly Significant
373,JPT1,6.655645,,2.8206058013846895e-11,5.393322017461713e-10,,Highly Significant
374,DNAJA1,6.6401196,,3.134287265200683e-11,5.974071055376684e-10,,Highly Significant
375,F13A1,6.6332054,,3.284741204200072e-11,6.247605548326839e-10,,Highly Significant
376,BLOC1S6,6.6194673,,3.6049536224898845e-11,6.827782160995842e-10,,Highly Significant
377,TNFAIP6,6.591955,,4.340716710537795e-11,8.186846517055194e-10,,Highly Significant
378,LACTB,6.570581,,5.0119359049137335e-11,9.413336402621379e-10,,Highly Significant
379,ARL5B,6.5697956,,5.038438864668861e-11,9.453246140978814e-10,,Highly Significant
380,TMEM167A,6.56957,,5.046079983662702e-11,9.457720536046144e-10,,Highly Significant
381,LIMK2,6.5460114,,5.909414202442127e-11,1.1029884828271908e-09,,Highly Significant
382,LAT2,6.5351796,,6.353323625545778e-11,1.1846150465745614e-09,,Highly Significant
383,TTTY15,6.5162787,,7.207308967842064e-11,1.3396808910989902e-09,,Highly Significant
384,MPIG6B,6.5128756,,7.372556035381786e-11,1.3689824638248138e-09,,Highly Significant
385,FPR2,6.5038853,,7.827153301779146e-11,1.4518965913289914e-09,,Highly Significant
386,MARCH2,6.499959,,8.034192951223778e-11,1.4887665681912404e-09,,Highly Significant
387,IFRD1,6.499697,,8.048184412561488e-11,1.4898249190866137e-09,,Highly Significant
388,GRINA,6.4915466,,8.495972012661377e-11,1.5678771735776016e-09,,Highly Significant
389,ZFY,6.489127,,8.633495434600137e-11,1.5899947119218041e-09,,Highly Significant
390,ATP6V0B,6.4806967,,9.129998382962752e-11,1.6745775831258798e-09,,Highly Significant
391,GADD45A,6.479036,,9.231050878424499e-11,1.6913879679785337e-09,,Highly Significant
392,TRIM69,6.4698834,,9.807865632766766e-11,1.7952484875928017e-09,,Highly Significant
393,HLX,6.461543,,1.0364072958954208e-10,1.8893694503593015e-09,,Highly Significant
394,ANP32A,6.4559197,,1.0756373897258718e-10,1.958901169366155e-09,,Highly Significant
395,ITGAM,6.453121,,1.0956951667427656e-10,1.98938881283578e-09,,Highly Significant
396,LRRK2,6.4499984,,1.1185141264813372e-10,2.0267295748014803e-09,,Highly Significant
397,CRISPLD2,6.4463606,,1.1456782811532406e-10,2.0738621039024404e-09,,Highly Significant
398,CHMP2A,6.444817,,1.1573984114594146e-10,2.0908704435129766e-09,,Highly Significant
399,CMPK2,6.4360886,,1.2259138089064455e-10,2.207994711076444e-09,,Highly Significant
400,LY86,6.4302034,,1.274331573398763e-10,2.290614185830564e-09,,Highly Significant
401,CD53,6.4186497,,1.3748819221796075e-10,2.466425765281922e-09,,Highly Significant
402,ECH1,6.402583,,1.527699786556539e-10,2.7323958508461037e-09,,Highly Significant
403,FNDC3B,6.3961926,,1.5929924108963782e-10,2.846346817205415e-09,,Highly Significant
404,IFIT1,6.3838263,,1.7271692303684734e-10,3.0799758138771007e-09,,Highly Significant
405,LILRB2,6.383429,,1.731656689884497e-10,3.084920675355619e-09,,Highly Significant
406,OSM,6.3829145,,1.7374869305616348e-10,3.092245533293323e-09,,Highly Significant
407,TREM1,6.38064,,1.7634933916213524e-10,3.1354285173362644e-09,,Highly Significant
408,PTX3,6.3735094,,1.8475108772882436e-10,3.2686591165238318e-09,,Highly Significant
409,VMP1,6.371496,,1.8719266869455768e-10,3.308602836759505e-09,,Highly Significant
410,ASGR1,6.347631,,2.186560045205138e-10,3.849586584479065e-09,,Highly Significant
411,KLF4,6.343858,,2.2408162757457282e-10,3.933561682877355e-09,,Highly Significant
412,CORO1C,6.3311305,,2.4337103302021136e-10,4.263851019603371e-09,,Highly Significant
413,IGLC3,6.3166704,,2.6725844686542594e-10,4.668719645096708e-09,,Highly Significant
414,MTPN,6.310605,,2.7794697302346575e-10,4.8507273381292136e-09,,Highly Significant
415,MIR4435-2HG,6.310388,,2.7833632716349095e-10,4.852815440554935e-09,,Highly Significant
416,PPP1R15B,6.2966413,,3.0416427280168365e-10,5.297993959845783e-09,,Highly Significant
417,NLRP3,6.269436,,3.6235853388296865e-10,6.281230346971344e-09,,Highly Significant
418,ODF3B,6.2655907,,3.7141487665183694e-10,6.425834495765868e-09,,Highly Significant
419,PARP14,6.2442346,,4.2588099161410084e-10,7.339920193594365e-09,,Highly Significant
420,LST1,6.2395315,,4.388829083805482e-10,7.556765713388712e-09,,Highly Significant
421,DOK3,6.2292867,,4.685633379603834e-10,8.05239745933255e-09,,Highly Significant
422,OSCAR,6.228646,,4.704837372883533e-10,8.07768500479899e-09,,Highly Significant
423,TPP1,6.228321,,4.714603936951101e-10,8.086736762398585e-09,,Highly Significant
424,HBA1,6.1955824,,5.806985497935157e-10,9.903800006099269e-09,,Highly Significant
425,PELI1,6.185401,,6.194486199393027e-10,1.0544691597509815e-08,,Highly Significant
426,KCTD12,6.177476,,6.513458089325641e-10,1.1056287868041156e-08,,Highly Significant
427,KLF10,6.167953,,6.917971000242709e-10,1.1731861659506792e-08,,Highly Significant
428,ATF3,6.1626816,,7.152322910914286e-10,1.209508892256398e-08,,Highly Significant
429,PADI4,6.1616616,,7.198554281242502e-10,1.2150430317297969e-08,,Highly Significant
430,MAPK6,6.148357,,7.828974391948497e-10,1.320213085607585e-08,,Highly Significant
431,ASGR2,6.130909,,8.737839297838944e-10,1.4652371154335147e-08,,Highly Significant
432,IL17RA,6.12775,,8.913062011355146e-10,1.4918393001889593e-08,,Highly Significant
433,CLEC7A,6.1159434,,9.59874299544446e-10,1.600650442233848e-08,,Highly Significant
434,FOXO3,6.1005535,,1.0570181637886272e-09,1.7573242024533458e-08,,Highly Significant
435,PLIN2,6.098649,,1.0696871864279855e-09,1.7755425779888138e-08,,Highly Significant
436,PIK3AP1,6.089794,,1.1305599736328885e-09,1.8748539728641994e-08,,Highly Significant
437,ANXA5,6.0896044,,1.1318993005253997e-09,1.8753466035316313e-08,,Highly Significant
438,BEX3,6.084541,,1.1682566441664363e-09,1.9338032933290423e-08,,Highly Significant
439,VAMP5,6.0813637,,1.1916477645804734e-09,1.9707093959647482e-08,,Highly Significant
440,OAS3,6.0802083,,1.2002663216458642e-09,1.9831397543961463e-08,,Highly Significant
441,RAB20,6.067824,,1.2965483795528055e-09,2.136336537847402e-08,,Highly Significant
442,PSMB3,6.064006,,1.327722717587275e-09,2.185701267845182e-08,,Highly Significant
443,FOLR3,6.0569835,,1.3869786371930553e-09,2.2790782300469995e-08,,Highly Significant
444,EAF2,6.049654,,1.4515718765221622e-09,2.383041311520371e-08,,Highly Significant
445,MRPL51,6.048291,,1.4639028163974841e-09,2.401094200131261e-08,,Highly Significant
446,EMILIN2,6.046179,,1.4832136382341067e-09,2.4283405816875596e-08,,Highly Significant
447,NAPRT,6.0285234,,1.6546438186772138e-09,2.7016339591160716e-08,,Highly Significant
448,MAFG,6.000867,,1.962669168704279e-09,3.1843378135704324e-08,,Highly Significant
449,UBALD2,5.998141,,1.9958933580848874e-09,3.2353251524343586e-08,,Highly Significant
450,PTGS1,5.9951444,,2.0330503122679597e-09,3.289628980992572e-08,,Highly Significant
451,STAT1,5.993501,,2.053704572640489e-09,3.3200634659047904e-08,,Highly Significant
452,SYK,5.9928966,,2.061359425405839e-09,3.329447050388443e-08,,Highly Significant
453,LAIR1,5.978608,,2.2505248448477183e-09,3.6284671624861103e-08,,Highly Significant
454,MARC1,5.9634347,,2.4699019908257722e-09,3.9714876247478214e-08,,Highly Significant
455,SAMSN1,5.954526,,2.6082711554789434e-09,4.175322322111444e-08,,Highly Significant
456,TMEM91,5.9505453,,2.672508984565004e-09,4.274351480824722e-08,,Highly Significant
457,YBX3,5.937791,,2.88888115896055e-09,4.6122128387912306e-08,,Highly Significant
458,TUBA1C,5.924748,,3.12776849475626e-09,4.967161388009654e-08,,Highly Significant
459,GMPR,5.9198194,,3.2229508766692345e-09,5.113805566482323e-08,,Highly Significant
460,CA2,5.906831,,3.487519120777886e-09,5.514141611613049e-08,,Highly Significant
461,RIOK3,5.8903484,,3.853817888367587e-09,6.077278287940229e-08,,Highly Significant
462,PSTPIP2,5.8797245,,4.10949564113626e-09,6.474794664707945e-08,,Highly Significant
463,PTTG1IP,5.870536,,4.3438886104695025e-09,6.832131797917637e-08,,Highly Significant
464,UPP1,5.869796,,4.363325262692827e-09,6.856708423723321e-08,,Highly Significant
465,CD9,5.858206,,4.678943481125403e-09,7.32071565703386e-08,,Highly Significant
466,VAPA,5.856744,,4.720309411969822e-09,7.379020612473761e-08,,Highly Significant
467,PIP4P2,5.837888,,5.286678467924259e-09,8.200276351151827e-08,,Highly Significant
468,QPCT,5.800392,,6.615994253350051e-09,1.0200649922924375e-07,,Highly Significant
469,HRH2,5.791808,,6.963259285534122e-09,1.0699395757866394e-07,,Highly Significant
470,SMIM3,5.7901025,,7.034355408090847e-09,1.0799416114144932e-07,,Highly Significant
471,CD300E,5.779334,,7.499693821408946e-09,1.1474659092568975e-07,,Highly Significant
472,SAP30,5.7720046,,7.83339926812595e-09,1.1964885656314959e-07,,Highly Significant
473,CYBC1,5.7685204,,7.997052984132379e-09,1.2204493158905333e-07,,Highly Significant
474,COMT,5.764549,,8.187657133313884e-09,1.2474218018604294e-07,,Highly Significant
475,EAF1,5.7632217,,8.252315086622917e-09,1.2556844865640041e-07,,Highly Significant
476,PSMB8,5.7631497,,8.255848094287872e-09,1.2556844865640041e-07,,Highly Significant
477,GDI2,5.738237,,9.566711446945722e-09,1.4477194202261932e-07,,Highly Significant
478,IRF2,5.733047,,9.864229400159151e-09,1.4903944502200855e-07,,Highly Significant
479,TNFAIP8,5.7231994,,1.045365283372258e-08,1.5779578476272683e-07,,Highly Significant
480,USP18,5.713532,,1.1065499722703758e-08,1.6661216444402404e-07,,Highly Significant
481,OASL,5.7079988,,1.1431212196483028e-08,1.7197475004290896e-07,,Highly Significant
482,WBP2,5.7067533,,1.1515147652212942e-08,1.729482902389545e-07,,Highly Significant
483,ATP6V0D1,5.7019873,,1.1841856379335612e-08,1.7755876819448804e-07,,Highly Significant
484,DYNC1I2,5.694333,,1.238550646538973e-08,1.8540134594988137e-07,,Highly Significant
485,DDX58,5.690154,,1.2692490381146462e-08,1.8983871939149484e-07,,Highly Significant
486,ETFB,5.6869855,,1.2930128663805735e-08,1.9323239621915e-07,,Highly Significant
487,CARS2,5.667588,,1.4482156638473387e-08,2.1570980496361893e-07,,Highly Significant
488,PLXDC2,5.639291,,1.7075212596595673e-08,2.5307602986041674e-07,,Highly Significant
489,RBM47,5.632873,,1.772320561249584e-08,2.6233457184184154e-07,,Highly Significant
490,ETFA,5.6197577,,1.912254706092112e-08,2.8202622071078176e-07,,Highly Significant
491,EMP3,5.6145406,,1.9708529738335985e-08,2.901927787085756e-07,,Highly Significant
492,COX17,5.6029778,,2.1070026787984985e-08,3.0847273555428304e-07,,Highly Significant
493,ZNHIT1,5.5995927,,2.148557783513567e-08,3.141436149633681e-07,,Highly Significant
494,MTURN,5.583896,,2.351892077235984e-08,3.4293026050005723e-07,,Highly Significant
495,MPLKIP,5.58256,,2.370034891272458e-08,3.4529585262077196e-07,,Highly Significant
496,TNFAIP3,5.571449,,2.5262955791012896e-08,3.6746674498601056e-07,,Highly Significant
497,APOBR,5.567035,,2.5911041376712744e-08,3.759817479767681e-07,,Highly Significant
498,IFIH1,5.5663943,,2.6006470960480473e-08,3.7706239483636194e-07,,Highly Significant
499,CAPZA1,5.553089,,2.806645880041171e-08,4.059483868133504e-07,,Highly Significant
500,DUSP6,5.551961,,2.8248259506244857e-08,4.0824974561916763e-07,,Highly Significant
501,WSB1,5.549253,,2.868925547885705e-08,4.1429034817903283e-07,,Highly Significant
502,CHMP1B,5.5346127,,3.1191728444139805e-08,4.4970574510849957e-07,,Highly Significant
503,ATF4,5.53408,,3.1286636412261646e-08,4.507129295162721e-07,,Highly Significant
504,LDLR,5.533683,,3.1357597542249505e-08,4.510129916688212e-07,,Highly Significant
505,QKI,5.5238533,,3.316448410192437e-08,4.762398742585197e-07,,Highly Significant
506,HLA-DQA2,5.5203958,,3.382365551399422e-08,4.84545408967594e-07,,Highly Significant
